[ AI-Rank-Log  4/ 8 18: 2: 7.412 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 18:28:17.972 ]sampleid: 000000284698.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:19. 74 ]sampleid: 000000284725.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:20.172 ]sampleid: 000000284743.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:21.322 ]sampleid: 000000284762.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:22.454 ]sampleid: 000000284764.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:23.599 ]sampleid: 000000284991.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:24.718 ]sampleid: 000000285047.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:25.841 ]sampleid: 000000285349.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:26.981 ]sampleid: 000000285788.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:28.115 ]sampleid: 000000285894.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:29.248 ]sampleid: 000000286182.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:30.399 ]sampleid: 000000286422.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:31.521 ]sampleid: 000000286458.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:32.655 ]sampleid: 000000286503.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:33.810 ]sampleid: 000000286507.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:34.932 ]sampleid: 000000286523.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:36. 66 ]sampleid: 000000286553.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:37.205 ]sampleid: 000000286660.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:38.335 ]sampleid: 000000286708.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:39.482 ]sampleid: 000000286849.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:40.605 ]sampleid: 000000286907.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:41.745 ]sampleid: 000000286908.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:42.912 ]sampleid: 000000286994.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:44. 48 ]sampleid: 000000287291.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:45.175 ]sampleid: 000000287347.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:46.339 ]sampleid: 000000287527.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:47.496 ]sampleid: 000000287545.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:48.658 ]sampleid: 000000287649.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:49.812 ]sampleid: 000000287667.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:50.958 ]sampleid: 000000287714.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:52. 90 ]sampleid: 000000287874.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:53.214 ]sampleid: 000000287959.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:54.381 ]sampleid: 000000288042.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:55.534 ]sampleid: 000000288062.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:56.689 ]sampleid: 000000288391.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:57.825 ]sampleid: 000000288430.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:58.975 ]sampleid: 000000288584.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 0.106 ]sampleid: 000000288685.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 1.256 ]sampleid: 000000288762.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 2.410 ]sampleid: 000000288862.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 3.548 ]sampleid: 000000288882.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 4.702 ]sampleid: 000000289059.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 5.861 ]sampleid: 000000289222.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 6.985 ]sampleid: 000000289229.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 8.118 ]sampleid: 000000289343.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29: 9.259 ]sampleid: 000000289393.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:10.409 ]sampleid: 000000289415.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:11.528 ]sampleid: 000000289417.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:12.656 ]sampleid: 000000289516.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:13.800 ]sampleid: 000000289586.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:14.948 ]sampleid: 000000289594.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:16.105 ]sampleid: 000000289659.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:17.233 ]sampleid: 000000289702.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:18.358 ]sampleid: 000000289741.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:19.507 ]sampleid: 000000289938.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:20.651 ]sampleid: 000000289960.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:21.786 ]sampleid: 000000289992.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:22.951 ]sampleid: 000000290081.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:24.103 ]sampleid: 000000290163.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:25.257 ]sampleid: 000000290179.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:26.417 ]sampleid: 000000290248.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:27.576 ]sampleid: 000000290293.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:28.738 ]sampleid: 000000290592.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:29.901 ]sampleid: 000000290619.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:31. 74 ]sampleid: 000000290768.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:32.228 ]sampleid: 000000290771.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:33.388 ]sampleid: 000000290833.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:34.537 ]sampleid: 000000290843.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:35.696 ]sampleid: 000000291490.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:36.869 ]sampleid: 000000291551.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:38.  2 ]sampleid: 000000291619.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:39.146 ]sampleid: 000000291634.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:40.317 ]sampleid: 000000291664.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:41.476 ]sampleid: 000000291791.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:42.636 ]sampleid: 000000291861.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:43.790 ]sampleid: 000000292005.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:44.970 ]sampleid: 000000292024.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:46.120 ]sampleid: 000000292060.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:47.277 ]sampleid: 000000292082.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:48.430 ]sampleid: 000000292155.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:49.576 ]sampleid: 000000292225.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:50.737 ]sampleid: 000000292236.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:51.911 ]sampleid: 000000292330.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:53. 64 ]sampleid: 000000292415.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:54.234 ]sampleid: 000000292446.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:55.396 ]sampleid: 000000292456.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:56.549 ]sampleid: 000000292488.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:57.713 ]sampleid: 000000292908.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:58.883 ]sampleid: 000000292997.jpg, result=true
[ AI-Rank-Log  4/ 8 18:29:59.994 ]sampleid: 000000293044.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 1.129 ]sampleid: 000000293071.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 2.280 ]sampleid: 000000293200.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 3.439 ]sampleid: 000000293245.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 4.603 ]sampleid: 000000293300.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 5.752 ]sampleid: 000000293324.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 6.921 ]sampleid: 000000293390.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 8. 78 ]sampleid: 000000293474.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30: 9.236 ]sampleid: 000000293625.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:10.399 ]sampleid: 000000293794.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:11.546 ]sampleid: 000000293804.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:12.708 ]sampleid: 000000293858.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:13.880 ]sampleid: 000000294162.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:15. 50 ]sampleid: 000000294163.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:16.206 ]sampleid: 000000294350.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:17.367 ]sampleid: 000000294695.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:18.527 ]sampleid: 000000294783.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:19.684 ]sampleid: 000000294831.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:20.834 ]sampleid: 000000294855.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:21.984 ]sampleid: 000000295138.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:23.143 ]sampleid: 000000295231.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:24.323 ]sampleid: 000000295316.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:25.485 ]sampleid: 000000295420.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:26.643 ]sampleid: 000000295478.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:27.809 ]sampleid: 000000295713.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:28.971 ]sampleid: 000000295797.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:30.139 ]sampleid: 000000295809.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:31.328 ]sampleid: 000000296222.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:32.496 ]sampleid: 000000296224.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:33.683 ]sampleid: 000000296231.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:34.842 ]sampleid: 000000296284.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:36.  5 ]sampleid: 000000296317.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:37.194 ]sampleid: 000000296634.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:38.364 ]sampleid: 000000296649.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:39.539 ]sampleid: 000000296657.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:40.725 ]sampleid: 000000296969.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:41.906 ]sampleid: 000000297022.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:43.104 ]sampleid: 000000297084.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:44.282 ]sampleid: 000000297085.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:45.459 ]sampleid: 000000297147.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:46.627 ]sampleid: 000000297343.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:47.795 ]sampleid: 000000297353.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:48.966 ]sampleid: 000000297396.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:50.133 ]sampleid: 000000297427.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:51.327 ]sampleid: 000000297562.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:52.490 ]sampleid: 000000297578.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:53.660 ]sampleid: 000000297595.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:54.864 ]sampleid: 000000297681.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:56. 51 ]sampleid: 000000297698.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:57.230 ]sampleid: 000000297830.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:58.398 ]sampleid: 000000298251.jpg, result=true
[ AI-Rank-Log  4/ 8 18:30:59.581 ]sampleid: 000000298396.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 0.779 ]sampleid: 000000298697.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 1.987 ]sampleid: 000000298738.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 3.171 ]sampleid: 000000298904.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 4.354 ]sampleid: 000000298994.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 5.540 ]sampleid: 000000299355.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 6.730 ]sampleid: 000000299553.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 7.906 ]sampleid: 000000299609.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31: 9. 98 ]sampleid: 000000299720.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:10.305 ]sampleid: 000000299887.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:11.485 ]sampleid: 000000300039.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:12.677 ]sampleid: 000000300155.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:13.865 ]sampleid: 000000300233.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:15. 62 ]sampleid: 000000300276.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:16.264 ]sampleid: 000000300341.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:17.463 ]sampleid: 000000300659.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:18.657 ]sampleid: 000000300842.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:19.854 ]sampleid: 000000300913.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:21. 66 ]sampleid: 000000301061.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:22.276 ]sampleid: 000000301135.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:23.459 ]sampleid: 000000301376.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:24.660 ]sampleid: 000000301421.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:25.861 ]sampleid: 000000301563.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:27. 74 ]sampleid: 000000301718.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:28.274 ]sampleid: 000000301867.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:29.477 ]sampleid: 000000301981.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:30.665 ]sampleid: 000000302030.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:31.869 ]sampleid: 000000302107.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:33. 78 ]sampleid: 000000302165.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:34.266 ]sampleid: 000000302452.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:35.448 ]sampleid: 000000302536.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:36.637 ]sampleid: 000000302760.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:37.835 ]sampleid: 000000302882.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:39. 41 ]sampleid: 000000302990.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:40.250 ]sampleid: 000000303305.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:41.431 ]sampleid: 000000303499.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:42.638 ]sampleid: 000000303566.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:43.843 ]sampleid: 000000303653.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:45. 30 ]sampleid: 000000303713.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:46.238 ]sampleid: 000000303818.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:47.436 ]sampleid: 000000303863.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:48.642 ]sampleid: 000000303893.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:49.842 ]sampleid: 000000303908.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:51. 40 ]sampleid: 000000304180.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:52.249 ]sampleid: 000000304291.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:53.450 ]sampleid: 000000304365.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:54.648 ]sampleid: 000000304396.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:55.855 ]sampleid: 000000304404.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:57. 84 ]sampleid: 000000304545.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:58.294 ]sampleid: 000000304560.jpg, result=true
[ AI-Rank-Log  4/ 8 18:31:59.529 ]sampleid: 000000304812.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 0.738 ]sampleid: 000000304817.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 1.956 ]sampleid: 000000304984.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 3.168 ]sampleid: 000000305309.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 4.367 ]sampleid: 000000305317.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 5.553 ]sampleid: 000000305343.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 6.773 ]sampleid: 000000305609.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 7.995 ]sampleid: 000000305695.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32: 9.202 ]sampleid: 000000306136.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:10.420 ]sampleid: 000000306139.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:11.636 ]sampleid: 000000306437.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:12.857 ]sampleid: 000000306582.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:14. 90 ]sampleid: 000000306700.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:15.288 ]sampleid: 000000306733.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:16.490 ]sampleid: 000000306893.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:17.691 ]sampleid: 000000307074.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:18.886 ]sampleid: 000000307145.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:20. 89 ]sampleid: 000000307172.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:21.298 ]sampleid: 000000307598.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:22.539 ]sampleid: 000000307658.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:23.781 ]sampleid: 000000308165.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:25.  1 ]sampleid: 000000308193.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:26.225 ]sampleid: 000000308328.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:27.446 ]sampleid: 000000308391.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:28.656 ]sampleid: 000000308394.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:29.898 ]sampleid: 000000308430.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:31.136 ]sampleid: 000000308466.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:32.378 ]sampleid: 000000308476.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:33.610 ]sampleid: 000000308531.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:34.815 ]sampleid: 000000308545.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:36. 50 ]sampleid: 000000308587.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:37.264 ]sampleid: 000000308631.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:38.496 ]sampleid: 000000308753.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:39.737 ]sampleid: 000000308793.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:40.964 ]sampleid: 000000308799.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:42.170 ]sampleid: 000000309173.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:43.385 ]sampleid: 000000309391.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:44.622 ]sampleid: 000000309452.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:45.850 ]sampleid: 000000309467.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:47. 79 ]sampleid: 000000309484.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:48.311 ]sampleid: 000000309495.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:49.547 ]sampleid: 000000309655.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:50.783 ]sampleid: 000000309678.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:52. 10 ]sampleid: 000000309938.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:53.222 ]sampleid: 000000309964.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:54.451 ]sampleid: 000000310072.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:55.658 ]sampleid: 000000310200.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:56.889 ]sampleid: 000000310622.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:58.112 ]sampleid: 000000310862.jpg, result=true
[ AI-Rank-Log  4/ 8 18:32:59.346 ]sampleid: 000000310980.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 0.578 ]sampleid: 000000311002.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 1.818 ]sampleid: 000000311081.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 3. 61 ]sampleid: 000000311180.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 4.300 ]sampleid: 000000311190.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 5.544 ]sampleid: 000000311295.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 6.782 ]sampleid: 000000311303.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 8. 10 ]sampleid: 000000311392.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33: 9.228 ]sampleid: 000000311394.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:10.467 ]sampleid: 000000311518.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:11.698 ]sampleid: 000000311789.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:12.935 ]sampleid: 000000311883.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:14.185 ]sampleid: 000000311909.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:15.421 ]sampleid: 000000311928.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:16.681 ]sampleid: 000000311950.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:17.913 ]sampleid: 000000312192.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:19.153 ]sampleid: 000000312213.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:20.372 ]sampleid: 000000312237.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:21.593 ]sampleid: 000000312263.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:22.826 ]sampleid: 000000312278.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:24. 60 ]sampleid: 000000312340.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:25.306 ]sampleid: 000000312406.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:26.543 ]sampleid: 000000312421.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:27.766 ]sampleid: 000000312489.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:29.  2 ]sampleid: 000000312549.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:30.210 ]sampleid: 000000312552.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:31.450 ]sampleid: 000000312586.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:32.683 ]sampleid: 000000312720.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:33.915 ]sampleid: 000000313034.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:35.166 ]sampleid: 000000313130.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:36.395 ]sampleid: 000000313182.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:37.629 ]sampleid: 000000313454.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:38.842 ]sampleid: 000000313562.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:40. 73 ]sampleid: 000000313588.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:41.315 ]sampleid: 000000313783.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:42.565 ]sampleid: 000000314034.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:43.794 ]sampleid: 000000314177.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:45. 12 ]sampleid: 000000314182.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:46.221 ]sampleid: 000000314251.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:47.435 ]sampleid: 000000314264.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:48.673 ]sampleid: 000000314294.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:49.928 ]sampleid: 000000314541.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:51.158 ]sampleid: 000000314709.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:52.396 ]sampleid: 000000314914.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:53.647 ]sampleid: 000000315001.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:54.886 ]sampleid: 000000315187.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:56.108 ]sampleid: 000000315219.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:57.359 ]sampleid: 000000315257.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:58.600 ]sampleid: 000000315450.jpg, result=true
[ AI-Rank-Log  4/ 8 18:33:59.840 ]sampleid: 000000315492.jpg, result=true
[ AI-Rank-Log  4/ 8 18:34: 1. 90 ]sampleid: 000000316015.jpg, result=true
[ AI-Rank-Log  4/ 8 18:34: 2.341 ]sampleid: 000000316054.jpg, result=true
[ AI-Rank-Log  4/ 8 18:34: 3.594 ]sampleid: 000000316404.jpg, result=true
[ AI-Rank-Log  4/ 8 18:34: 4.845 ]sampleid: 000000316666.jpg, result=true
[ AI-Rank-Log  4/ 8 18:34: 6. 91 ]sampleid: 000000317024.jpg, result=true
